date,regime,regime_raw,risk_score,signal_confidence,alert_level_raw,alert_level,transition_score,dp1_5,ddeff_5
2025-02-04,dispersion,dispersion,0.2703279541905258,0.5074476104992075,green,green,0.051041206453357066,-0.006674640898502032,0.7343683552575833
2025-02-05,dispersion,dispersion,0.22532535137948986,0.5327113311441444,green,green,-0.00833289740707105,-0.005675683699227468,0.6788080707286923
2025-02-06,dispersion,dispersion,0.2749869859448204,0.4363422944655995,green,green,0.2272776594024303,-0.00807889970352979,0.987718826009452
2025-02-07,dispersion,dispersion,0.2638209266007288,0.49008623110831856,green,green,0.09461155371325823,-0.006075232968721145,0.8611570112903166
2025-02-10,dispersion,dispersion,0.2717074440395627,0.4241503080330002,green,green,0.2625815652193457,-0.007523288934088129,1.0860361060773194
2025-02-11,dispersion,dispersion,0.2741540864133264,0.3882677338249827,green,green,0.3504149463987762,-0.008393827102559037,1.202731268162161
2025-02-12,dispersion,dispersion,0.2712649661634565,0.4091331184559326,green,green,0.3009976883567003,-0.00759374220407813,1.1551241517311404
2025-02-13,dispersion,dispersion,0.2576002082248829,0.5007112442305662,green,green,0.07733700479676187,-0.00521420164921485,0.8681718402383858
2025-02-14,dispersion,dispersion,0.19497657470067675,0.5688155534896355,green,green,-0.11212959798246991,-0.003741114249732752,0.6343407229697178
2025-02-18,dispersion,dispersion,0.24685059864653824,0.5104378861661516,green,green,0.05206434265764957,-0.005203916543737586,0.8209877845421545
2025-02-19,dispersion,dispersion,0.1986985944820406,0.55307116306586,green,green,-0.0500556932294525,-0.0037807507256461537,0.7091329070666532
2025-02-20,dispersion,dispersion,0.19341488807912546,0.5661910241714034,green,green,-0.08585148680275156,-0.00401973591711452,0.628064600222924
2025-02-21,dispersion,dispersion,0.1327433628318584,0.6691638141912263,green,green,-0.3462774889438502,-0.0026980594871072183,0.2121121617592827
2025-02-24,dispersion,dispersion,0.12704320666319624,0.6762751666588082,green,green,-0.35780521024834505,-0.002887187163478383,0.1640645325302934
2025-02-25,dispersion,dispersion,0.08604893284747528,0.7084229064716278,green,green,-0.44830471597068333,-0.0026460221452509203,0.022391025978887313
2025-02-26,dispersion,dispersion,0.1674908901613743,0.6069680922944252,green,green,-0.19517279357537015,-0.004539804052732799,0.39144708015903973
2025-02-27,dispersion,dispersion,0.17771993753253515,0.5863386919912723,green,green,-0.14249411243197974,-0.004744921837817717,0.4788896261311564
2025-02-28,dispersion,dispersion,0.188365434669443,0.573063983711448,green,green,-0.10319319237588437,-0.004046239375687433,0.5923967317314656
2025-03-03,dispersion,dispersion,0.17634044768349816,0.5924060939717942,green,green,-0.16208055042379121,-0.004947975730206777,0.4350226653546301
2025-03-04,dispersion,dispersion,0.144456012493493,0.6580664260478251,green,green,-0.3123515560566764,0.0020087270046061367,-0.3142541358237487
2025-03-05,dispersion,dispersion,0.25892764185320144,0.4719033067486498,green,green,0.15153061536717755,0.005646054437623865,-0.9802608584871919
2025-03-06,dispersion,dispersion,0.2749869859448204,0.3737830346182957,green,green,0.39254981403812134,0.008089153760119039,-1.2950462396176832
2025-03-07,dispersion,dispersion,0.2482561166059344,0.5224948139634347,green,green,0.027602214374261316,0.004278553167167437,-0.825384972060256
2025-03-10,dispersion,dispersion,0.27334721499219156,0.4220983541469375,green,green,0.3309910689297513,0.0074799845757151096,-1.0991236435326677
2025-03-11,dispersion,dispersion,0.18977095262883917,0.5966161528242298,green,green,-0.15305024113745205,0.0021620284871745055,-0.6062640715629755
2025-03-12,dispersion,dispersion,0.17920353982300885,0.6214982987902982,green,green,-0.2102219876104265,0.0009317070570318275,-0.5685252235489244
2025-03-13,dispersion,dispersion,0.16309213951067153,0.6465279448339499,green,green,-0.2722347069703344,0.0003889461004602246,-0.48268238782198125
2025-03-14,dispersion,dispersion,0.27680895366996355,0.43428722755947513,green,green,0.24201576608268913,0.006916421979300147,-1.0779405482173203
2025-03-17,dispersion,dispersion,0.28982300884955753,0.41187549564173315,green,green,0.29115433874758706,0.008697381902061208,-1.0655725501571958
2025-03-18,dispersion,dispersion,0.2926861009890682,0.3924326078696228,green,green,0.3323560247597066,0.00987619697119782,-1.0800783172884039
2025-03-19,dispersion,dispersion,0.3079646017699115,0.3273732468308512,green,green,0.48840884208627244,0.01211198233836036,-1.2463612759208473
2025-03-20,dispersion,dispersion,0.300832899531494,0.3830311619184747,green,green,0.3527387651886759,0.010477899565837723,-1.0849083554928782
2025-03-21,dispersion,dispersion,0.2905517959396148,0.5014138274744903,green,green,0.06737346275977854,0.006550820220021986,-0.7726100590119636
2025-03-24,dispersion,dispersion,0.30679333680374804,0.489245966280348,green,green,0.07649754573206402,0.007033946767697585,-0.7992322979797635
2025-03-25,dispersion,dispersion,0.30609057782405,0.4988354572577573,green,green,0.07295531626177176,0.006724447262755062,-0.773341517099567
2025-03-26,dispersion,dispersion,0.25629880270692346,0.5558520289836836,green,green,-0.06358457020532393,0.004683102711469239,-0.6332619201153733
2025-03-27,dispersion,dispersion,0.25890161374284226,0.5473853061471075,green,green,-0.04223200530462749,0.004823770249625076,-0.6652580317056085
2025-03-28,dispersion,dispersion,0.31681415929203544,0.4987949565427334,green,green,0.07711760209906783,0.006112193121919074,-0.8157295213456024
2025-03-31,dispersion,dispersion,0.22444039562727747,0.623608519449504,green,green,-0.2621022904689257,0.002494702548633071,-0.4504334613952068
2025-04-01,dispersion,dispersion,0.21517438833940655,0.6475739526318177,green,green,-0.28675054959341323,0.0019216678051152403,-0.3719167522394464
2025-04-02,dispersion,dispersion,0.24276418532014576,0.6106766994968529,green,green,-0.20128594594024887,0.0037193794959029247,-0.4297193394845955
2025-04-03,dispersion,transition,0.48206663196251953,0.0,green,green,2.5538511347142583,0.03830841260386955,-3.62311675303169
2025-04-04,dispersion,transition,0.6692087454450806,0.0,green,green,5.114485436330465,0.07788814171570613,-6.196265219344667
2025-04-07,transition,transition,0.6572358146798541,0.15000000000000002,green,green,5.19414030214552,0.0748702953199733,-6.078311006666231
2025-04-08,transition,transition,0.6665278500780843,0.15000000000000002,green,green,5.049187054927934,0.07776783318637331,-6.275520668728623
2025-04-09,transition,transition,0.7813638729828214,0.15000000000000002,green,green,8.08778927462987,0.1363434606587216,-8.900014198820452
2025-04-10,transition,transition,0.796408120770432,0.15000000000000002,green,green,5.625462906359802,0.10882616121745672,-5.960068787761707
2025-04-11,transition,transition,0.7967725143154608,0.15000000000000002,green,green,3.0585811201269415,0.06941355164822616,-3.201907483693611
2025-04-14,transition,transition,0.7997657470067672,0.15000000000000002,green,green,3.3086032367262725,0.0738015682843679,-3.3620418765367024
2025-04-15,transition,transition,0.7983862571577304,0.15000000000000002,green,green,3.0702535510709,0.07067034261220262,-3.2038370986881395
2025-04-16,transition,transition,0.756793336803748,0.4944048775183484,yellow,green,0.02773726292937661,0.011653806000233802,-0.4554899154494647
2025-04-17,transition,stable,0.6586673607496096,0.4469450673058284,green,green,-0.30378072648500426,0.004675144823493016,-0.18527951954423116
2025-04-21,transition,stable,0.6855283706402915,0.4070344343723648,yellow,yellow,-0.21770421573900506,0.006644978634321508,-0.24605919745715177
2025-04-22,stable,stable,0.7131962519521082,0.5397974983675078,yellow,yellow,-0.10383100283201849,0.010076396879990068,-0.34067681278472417
2025-04-23,stable,transition,0.7273815720978656,0.3117804980967961,green,yellow,-0.012248942887244887,0.011329547979369192,-0.39227816868525966
2025-04-24,stable,transition,0.7304008328995315,0.309517457122544,green,green,-0.007643638348250215,0.011492288507748805,-0.3922071417537554
2025-04-25,transition,transition,0.729229567933368,0.5117456037327762,yellow,green,-0.012242587131325797,0.011344857389995688,-0.39139505892937976
2025-04-28,transition,stable,0.7121811556480999,0.3665313409664862,yellow,yellow,-0.13078889849791736,0.008707665372695239,-0.30335786199982095
