id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
NE;Nordeste;2026-01-23;13853.75808333
S;Sul;2026-01-23;15728.55958333
SE;Sudeste/Centro-Oeste;2026-01-23;44294.64225
N;Norte;2026-01-24;7885.4685
NE;Nordeste;2026-01-24;13331.14516667
S;Sul;2026-01-24;14298.86654167
SE;Sudeste/Centro-Oeste;2026-01-24;41854.735625
N;Norte;2026-01-25;7668.86125
NE;Nordeste;2026-01-25;12743.37729167
S;Sul;2026-01-25;13267.74275
SE;Sudeste/Centro-Oeste;2026-01-25;39558.26391667
N;Norte;2026-01-26;8300.28479167
NE;Nordeste;2026-01-26;14147.911125
S;Sul;2026-01-26;17350.68220833
SE;Sudeste/Centro-Oeste;2026-01-26;46376.32275
N;Norte;2026-01-27;8064.93354167
NE;Nordeste;2026-01-27;14050.79445833
S;Sul;2026-01-27;18561.29708333
SE;Sudeste/Centro-Oeste;2026-01-27;48370.90454167
N;Norte;2026-01-28;8051.8725
NE;Nordeste;2026-01-28;13914.089875
S;Sul;2026-01-28;19116.81225
SE;Sudeste/Centro-Oeste;2026-01-28;49138.84516667
N;Norte;2026-01-29;8452.694375
NE;Nordeste;2026-01-29;14083.6505
S;Sul;2026-01-29;18061.00333333
SE;Sudeste/Centro-Oeste;2026-01-29;49187.57754167
N;Norte;2026-01-30;8559.93070833
NE;Nordeste;2026-01-30;14118.18425
S;Sul;2026-01-30;16727.24720833
SE;Sudeste/Centro-Oeste;2026-01-30;48456.15733333
N;Norte;2026-01-31;8134.29941667
NE;Nordeste;2026-01-31;13713.37820833
S;Sul;2026-01-31;14206.246625
SE;Sudeste/Centro-Oeste;2026-01-31;45109.84891667
N;Norte;2026-02-01;7907.789875
NE;Nordeste;2026-02-01;12709.57429167
S;Sul;2026-02-01;12950.6185
SE;Sudeste/Centro-Oeste;2026-02-01;42714.19525
N;Norte;2026-02-02;8372.79175
NE;Nordeste;2026-02-02;14222.163125
S;Sul;2026-02-02;16348.23675
SE;Sudeste/Centro-Oeste;2026-02-02;48134.10625
N;Norte;2026-02-03;8585.29279167
NE;Nordeste;2026-02-03;14797.32891667
S;Sul;2026-02-03;17391.27433333
SE;Sudeste/Centro-Oeste;2026-02-03;48724.22091667
N;Norte;2026-02-04;8543.89029167
NE;Nordeste;2026-02-04;14953.87583333
S;Sul;2026-02-04;17114.01245833
SE;Sudeste/Centro-Oeste;2026-02-04;48912.11425
N;Norte;2026-02-05;8630.31441667
NE;Nordeste;2026-02-05;14720.80304167
S;Sul;2026-02-05;17918.76041667
SE;Sudeste/Centro-Oeste;2026-02-05;48790.19820833
N;Norte;2026-02-06;8441.402375
NE;Nordeste;2026-02-06;14065.433625
S;Sul;2026-02-06;18461.86325
SE;Sudeste/Centro-Oeste;2026-02-06;49401.37408333
N;Norte;2026-02-07;7917.82004167
NE;Nordeste;2026-02-07;13491.76220833
S;Sul;2026-02-07;15396.744125
SE;Sudeste/Centro-Oeste;2026-02-07;46124.22283333
N;Norte;2026-02-08;7557.056375
NE;Nordeste;2026-02-08;12388.56570833
S;Sul;2026-02-08;12375.97008333
SE;Sudeste/Centro-Oeste;2026-02-08;41805.48208333
N;Norte;2026-02-09;8164.73345833
NE;Nordeste;2026-02-09;13036.140875
S;Sul;2026-02-09;16398.73866667
SE;Sudeste/Centro-Oeste;2026-02-09;46362.191625
N;Norte;2026-02-10;8239.96683333
NE;Nordeste;2026-02-10;13446.692125
S;Sul;2026-02-10;17665.83829167
SE;Sudeste/Centro-Oeste;2026-02-10;46872.55095833
N;Norte;2026-02-11;8202.31741667
NE;Nordeste;2026-02-11;13608.06558333
S;Sul;2026-02-11;18534.916875
SE;Sudeste/Centro-Oeste;2026-02-11;48302.59495833
N;Norte;2026-02-12;8388.51025
NE;Nordeste;2026-02-12;13800.836375
S;Sul;2026-02-12;19089.16925
SE;Sudeste/Centro-Oeste;2026-02-12;49654.14383333
N;Norte;2026-02-13;8225.03441667
NE;Nordeste;2026-02-13;13782.25025
S;Sul;2026-02-13;17987.05341667
SE;Sudeste/Centro-Oeste;2026-02-13;50700.62116667
N;Norte;2026-02-14;7944.533
NE;Nordeste;2026-02-14;12816.964
S;Sul;2026-02-14;14046.36408333
SE;Sudeste/Centro-Oeste;2026-02-14;47026.58925
N;Norte;2026-02-15;7556.79904167
NE;Nordeste;2026-02-15;11871.8535
S;Sul;2026-02-15;12684.289125
SE;Sudeste/Centro-Oeste;2026-02-15;43795.37079167
N;Norte;2026-02-16;7723.01466667
NE;Nordeste;2026-02-16;12182.28079167
S;Sul;2026-02-16;15779.637375
SE;Sudeste/Centro-Oeste;2026-02-16;47943.019
N;Norte;2026-02-17;7778.65254167
NE;Nordeste;2026-02-17;12440.9685
S;Sul;2026-02-17;16527.146
SE;Sudeste/Centro-Oeste;2026-02-17;48905.60283333
N;Norte;2026-02-18;7974.22979167
NE;Nordeste;2026-02-18;13386.16454167
S;Sul;2026-02-18;17408.33066667
SE;Sudeste/Centro-Oeste;2026-02-18;52254.71975
N;Norte;2026-02-19;8251.58316667
NE;Nordeste;2026-02-19;13966.89704167
S;Sul;2026-02-19;17388.62941667
SE;Sudeste/Centro-Oeste;2026-02-19;52441.95583333
N;Norte;2026-02-20;8365.88770833
NE;Nordeste;2026-02-20;14043.39675
S;Sul;2026-02-20;17065.05495833
SE;Sudeste/Centro-Oeste;2026-02-20;52485.66191667
N;Norte;2026-02-21;8065.67116667
NE;Nordeste;2026-02-21;13118.443125
S;Sul;2026-02-21;14062.69633333
SE;Sudeste/Centro-Oeste;2026-02-21;48084.31495833
N;Norte;2026-02-22;7850.15983333
NE;Nordeste;2026-02-22;12462.88470833
S;Sul;2026-02-22;12464.563375
SE;Sudeste/Centro-Oeste;2026-02-22;42895.07575
N;Norte;2026-02-23;8201.27058333
NE;Nordeste;2026-02-23;13859.655875
S;Sul;2026-02-23;16083.501625
SE;Sudeste/Centro-Oeste;2026-02-23;49251.8385
N;Norte;2026-02-24;8344.72608333
NE;Nordeste;2026-02-24;14385.261875
S;Sul;2026-02-24;16699.45741667
SE;Sudeste/Centro-Oeste;2026-02-24;48959.41041667
N;Norte;2026-02-25;8376.55216667
NE;Nordeste;2026-02-25;14416.741875
S;Sul;2026-02-25;16476.80945833
SE;Sudeste/Centro-Oeste;2026-02-25;49761.75179167
N;Norte;2026-02-26;8173.43775
NE;Nordeste;2026-02-26;14213.41625
S;Sul;2026-02-26;15917.37695833
SE;Sudeste/Centro-Oeste;2026-02-26;50058.51566667
N;Norte;2026-02-27;
NE;Nordeste;2026-02-27;
S;Sul;2026-02-27;
SE;Sudeste/Centro-Oeste;2026-02-27;
