id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2019-02-10;36096.23416667
N;Norte;2019-02-11;5541.02154167
NE;Nordeste;2019-02-11;11119.48445833
S;Sul;2019-02-11;13822.99012500
SE;Sudeste/Centro-Oeste;2019-02-11;43722.52658333
N;Norte;2019-02-12;5698.86116667
NE;Nordeste;2019-02-12;11427.62554167
S;Sul;2019-02-12;12995.74854167
SE;Sudeste/Centro-Oeste;2019-02-12;44554.71233333
N;Norte;2019-02-13;5741.26533333
NE;Nordeste;2019-02-13;11555.34037500
S;Sul;2019-02-13;12450.46958333
SE;Sudeste/Centro-Oeste;2019-02-13;41624.26695833
N;Norte;2019-02-14;5647.08362500
NE;Nordeste;2019-02-14;11658.67512500
S;Sul;2019-02-14;12768.19058333
SE;Sudeste/Centro-Oeste;2019-02-14;40289.98929167
N;Norte;2019-02-15;5640.05820833
NE;Nordeste;2019-02-15;11767.42125000
S;Sul;2019-02-15;12407.22037500
SE;Sudeste/Centro-Oeste;2019-02-15;40219.76629167
N;Norte;2019-02-16;5674.14179167
NE;Nordeste;2019-02-16;11029.74445833
S;Sul;2019-02-16;10404.53333333
SE;Sudeste/Centro-Oeste;2019-02-16;36599.29858333
N;Norte;2019-02-17;5161.20445833
NE;Nordeste;2019-02-17;10172.11925000
S;Sul;2019-02-17;9097.04520833
SE;Sudeste/Centro-Oeste;2019-02-17;33374.89666667
N;Norte;2019-02-18;5645.98041667
NE;Nordeste;2019-02-18;11480.19900000
S;Sul;2019-02-18;12285.16733333
SE;Sudeste/Centro-Oeste;2019-02-18;39862.21733333
N;Norte;2019-02-19;5491.30779167
NE;Nordeste;2019-02-19;11642.41179167
S;Sul;2019-02-19;12985.09079167
SE;Sudeste/Centro-Oeste;2019-02-19;41117.32179167
N;Norte;2019-02-20;5682.12754167
NE;Nordeste;2019-02-20;11698.99091667
S;Sul;2019-02-20;13393.04170833
SE;Sudeste/Centro-Oeste;2019-02-20;41542.29425000
N;Norte;2019-02-21;5772.23562500
NE;Nordeste;2019-02-21;11755.03741667
S;Sul;2019-02-21;13474.72145833
SE;Sudeste/Centro-Oeste;2019-02-21;41098.65112500
N;Norte;2019-02-22;5703.98095833
NE;Nordeste;2019-02-22;11611.86008333
S;Sul;2019-02-22;13738.65925000
SE;Sudeste/Centro-Oeste;2019-02-22;41898.86545833
N;Norte;2019-02-23;5385.10125000
NE;Nordeste;2019-02-23;10948.49362500
S;Sul;2019-02-23;12592.01433333
SE;Sudeste/Centro-Oeste;2019-02-23;39431.99108333
N;Norte;2019-02-24;5188.51841667
NE;Nordeste;2019-02-24;10167.41283333
S;Sul;2019-02-24;10951.21508333
SE;Sudeste/Centro-Oeste;2019-02-24;37098.29850000
N;Norte;2019-02-25;5678.54662500
NE;Nordeste;2019-02-25;11557.38370833
S;Sul;2019-02-25;12647.00175000
SE;Sudeste/Centro-Oeste;2019-02-25;43497.54866667
N;Norte;2019-02-26;5612.90941667
NE;Nordeste;2019-02-26;11804.11850000
S;Sul;2019-02-26;11943.05425000
SE;Sudeste/Centro-Oeste;2019-02-26;41864.78083333
N;Norte;2019-02-27;5603.12929167
NE;Nordeste;2019-02-27;11770.74079167
S;Sul;2019-02-27;11785.37141667
SE;Sudeste/Centro-Oeste;2019-02-27;41651.27325000
N;Norte;2019-02-28;5566.78416667
NE;Nordeste;2019-02-28;11679.82875000
S;Sul;2019-02-28;12052.49983333
SE;Sudeste/Centro-Oeste;2019-02-28;40931.77087500
N;Norte;2019-03-01;5475.66404167
NE;Nordeste;2019-03-01;11501.62304167
S;Sul;2019-03-01;12369.33137500
SE;Sudeste/Centro-Oeste;2019-03-01;40066.78800000
N;Norte;2019-03-02;5454.30066667
NE;Nordeste;2019-03-02;10647.56650000
S;Sul;2019-03-02;11036.33087500
SE;Sudeste/Centro-Oeste;2019-03-02;36111.41008333
N;Norte;2019-03-03;5060.88841667
NE;Nordeste;2019-03-03;9826.53591667
S;Sul;2019-03-03;9829.70716667
SE;Sudeste/Centro-Oeste;2019-03-03;32734.47716667
N;Norte;2019-03-04;5201.52783333
NE;Nordeste;2019-03-04;9705.43750000
S;Sul;2019-03-04;12000.45858333
SE;Sudeste/Centro-Oeste;2019-03-04;34919.36100000
N;Norte;2019-03-05;4986.68062500
NE;Nordeste;2019-03-05;9500.35516667
S;Sul;2019-03-05;12487.01750000
SE;Sudeste/Centro-Oeste;2019-03-05;35480.71720833
N;Norte;2019-03-06;5186.56495833
NE;Nordeste;2019-03-06;10174.20854167
S;Sul;2019-03-06;13460.46637500
SE;Sudeste/Centro-Oeste;2019-03-06;39700.65895833
N;Norte;2019-03-07;5540.30316667
NE;Nordeste;2019-03-07;11112.63804167
S;Sul;2019-03-07;13372.84904167
SE;Sudeste/Centro-Oeste;2019-03-07;42082.72275000
N;Norte;2019-03-08;5602.70858333
NE;Nordeste;2019-03-08;11392.12525000
S;Sul;2019-03-08;13192.95170833
SE;Sudeste/Centro-Oeste;2019-03-08;42782.31112500
N;Norte;2019-03-09;5380.43412500
NE;Nordeste;2019-03-09;10715.91433333
S;Sul;2019-03-09;10699.27745833
SE;Sudeste/Centro-Oeste;2019-03-09;40204.00533333
N;Norte;2019-03-10;5157.56541667
NE;Nordeste;2019-03-10;10095.69175000
S;Sul;2019-03-10;8993.29858333
SE;Sudeste/Centro-Oeste;2019-03-10;36349.17762500
N;Norte;2019-03-11;5454.34833333
NE;Nordeste;2019-03-11;11501.11300000
S;Sul;2019-03-11;11705.70137500
SE;Sudeste/Centro-Oeste;2019-03-11;40574.38704167
N;Norte;2019-03-12;5326.12795833
NE;Nordeste;2019-03-12;11510.86783333
S;Sul;2019-03-12;12170.08841667
SE;Sudeste/Centro-Oeste;2019-03-12;41655.16525000
N;Norte;2019-03-13;5488.87258333
NE;Nordeste;2019-03-13;11659.07837500
S;Sul;2019-03-13;12468.34675000
SE;Sudeste/Centro-Oeste;2019-03-13;42482.52845833
N;Norte;2019-03-14;5634.29108333
NE;Nordeste;2019-03-14;11657.25491667
S;Sul;2019-03-14;12546.28808333
SE;Sudeste/Centro-Oeste;2019-03-14;42790.53837500
N;Norte;2019-03-15;5561.77045833
NE;Nordeste;2019-03-15;11486.93025000
S;Sul;2019-03-15;12513.29337500
SE;Sudeste/Centro-Oeste;2019-03-15;42430.67345833
N;Norte;2019-03-16;5422.88329167
NE;Nordeste;2019-03-16;10704.47787500
S;Sul;2019-03-16;10810.84312500
SE;Sudeste/Centro-Oeste;2019-03-16;38293.68975000
N;Norte;2019-03-17;5232.58008333
NE;Nordeste;2019-03-17;10168.11129167
S;Sul;2019-03-17;9072.46533333
SE;Sudeste/Centro-Oeste;2019-03-17;34637.84279167
N;Norte;2019-03-18;5828.01341667
NE;Nordeste;2019-03-18;11533.25179167
S;Sul;2019-03-18;11993.94945833
SE;Sudeste/Centro-Oeste;2019-03-18;41733.38929167
N;Norte;2019-03-19;5833.23562500
NE;Nordeste;2019-03-19;11684.65987500
S;Sul;2019-03-19;12412.42470833
SE;Sudeste/Centro-Oeste;2019-03-19;43197.15425000
N;Norte;2019-03-20;5835.27895833
NE;Nordeste;2019-03-20;11919.18362500
S;Sul;2019-03-20;12103.14916667
SE;Sudeste/Centro-Oeste;2019-03-20;42080.83770833
N;Norte;2019-03-21;5749.44570833
NE;Nordeste;2019-03-21;11718.64620833
S;Sul;2019-03-21;11624.86295833
SE;Sudeste/Centro-Oeste;2019-03-21;39149.90766667
N;Norte;2019-03-22;5629.81229167
NE;Nordeste;2019-03-22;11423.05858333
S;Sul;2019-03-22;11541.18000000
SE;Sudeste/Centro-Oeste;2019-03-22;37898.78304167
N;Norte;2019-03-23;5362.55637500
NE;Nordeste;2019-03-23;10608.51520833
S;Sul;2019-03-23;10105.08808333
SE;Sudeste/Centro-Oeste;2019-03-23;35325.72362500
N;Norte;2019-03-24;5052.10050000
NE;Nordeste;2019-03-24;9855.52083333
S;Sul;2019-03-24;9017.10562500
SE;Sudeste/Centro-Oeste;2019-03-24;33157.08066667
N;Norte;2019-03-25;5351.81529167
NE;Nordeste;2019-03-25;10789.15441667
S;Sul;2019-03-25;11998.11250000
SE;Sudeste/Centro-Oeste;2019-03-25;39921.52441667
N;Norte;2019-03-26;5431.39266667
NE;Nordeste;2019-03-26;11088.76566667
S;Sul;2019-03-26;12056.36779167
SE;Sudeste/Centro-Oeste;2019-03-26;41303.65629167
N;Norte;2019-03-27;5545.29762500
NE;Nordeste;2019-03-27;10761.54762500
S;Sul;2019-03-27;12009.40012500
SE;Sudeste/Centro-Oeste;2019-03-27;41074.56087500
N;Norte;2019-03-28;5515.21216667
NE;Nordeste;2019-03-28;10744.33383333
S;Sul;2019-03-28;12094.20295833
SE;Sudeste/Centro-Oeste;2019-03-28;40159.63604167
N;Norte;2019-03-29;5353.72016667
NE;Nordeste;2019-03-29;10832.97691992
S;Sul;2019-03-29;12218.24858333
SE;Sudeste/Centro-Oeste;2019-03-29;38998.82775000
N;Norte;2019-03-30;5259.04441667
NE;Nordeste;2019-03-30;10445.41943613
S;Sul;2019-03-30;10602.16350000
SE;Sudeste/Centro-Oeste;2019-03-30;35571.70408333
N;Norte;2019-03-31;5005.35958333
NE;Nordeste;2019-03-31;9523.11815354
S;Sul;2019-03-31;9319.56150000
SE;Sudeste/Centro-Oeste;2019-03-31;32803.92087500
N;Norte;2019-04-01;5365.88962500
NE;Nordeste;2019-04-01;10696.80891667
S;Sul;2019-04-01;12374.88266667
SE;Sudeste/Centro-Oeste;2019-04-01;39029.52858333
N;Norte;2019-04-02;5479.02158333
NE;Nordeste;2019-04-02;11071.09312500
S;Sul;2019-04-02;12896.58958333
SE;Sudeste/Centro-Oeste;2019-04-02;39987.86725000
N;Norte;2019-04-03;5555.19687500
NE;Nordeste;2019-04-03;11275.60825000
S;Sul;2019-04-03;13187.07937500
SE;Sudeste/Centro-Oeste;2019-04-03;40710.04887500
N;Norte;2019-04-04;5459.37445833
NE;Nordeste;2019-04-04;11290.80791667
S;Sul;2019-04-04;13455.60212500
SE;Sudeste/Centro-Oeste;2019-04-04;41434.22375000
N;Norte;2019-04-05;5337.24000000
NE;Nordeste;2019-04-05;11365.74016667
S;Sul;2019-04-05;12661.94054167
SE;Sudeste/Centro-Oeste;2019-04-05;42492.36383333
N;Norte;2019-04-06;5251.75962500
NE;Nordeste;2019-04-06;10605.31487500
S;Sul;2019-04-06;10183.77825000
SE;Sudeste/Centro-Oeste;2019-04-06;38577.09404167
N;Norte;2019-04-07;4877.93545833
NE;Nordeste;2019-04-07;9808.27320833
S;Sul;2019-04-07;8634.72379167
SE;Sudeste/Centro-Oeste;2019-04-07;34670.08366667
N;Norte;2019-04-08;5390.25870833
NE;Nordeste;2019-04-08;10963.70100000
S;Sul;2019-04-08;11371.99625000
SE;Sudeste/Centro-Oeste;2019-04-08;39958.03062500
N;Norte;2019-04-09;5401.71716667
NE;Nordeste;2019-04-09;11370.35262500
S;Sul;2019-04-09;11692.62187500
SE;Sudeste/Centro-Oeste;2019-04-09;39029.11133333
N;Norte;2019-04-10;5496.38316667
NE;Nordeste;2019-04-10;11586.35054167
S;Sul;2019-04-10;11879.44991667
SE;Sudeste/Centro-Oeste;2019-04-10;38336.36650000
N;Norte;2019-04-11;5531.52154167
NE;Nordeste;2019-04-11;11487.22337500
S;Sul;2019-04-11;12216.84783333
SE;Sudeste/Centro-Oeste;2019-04-11;38285.75145833
N;Norte;2019-04-12;5486.64233333
NE;Nordeste;2019-04-12;11199.01083333
S;Sul;2019-04-12;12302.56779167
SE;Sudeste/Centro-Oeste;2019-04-12;38983.66108333
N;Norte;2019-04-13;5238.11062500
NE;Nordeste;2019-04-13;10611.75354167
S;Sul;2019-04-13;10645.05083333
SE;Sudeste/Centro-Oeste;2019-04-13;36361.39412500
N;Norte;2019-04-14;4897.80979167
NE;Nordeste;2019-04-14;9808.38991667
S;Sul;2019-04-14;9510.57270833
SE;Sudeste/Centro-Oeste;2019-04-14;32921.20183333
N;Norte;2019-04-15;5343.39504167
NE;Nordeste;2019-04-15;11184.02133333
S;Sul;2019-04-15;12581.79875000
SE;Sudeste/Centro-Oeste;2019-04-15;38767.33058333
N;Norte;2019-04-16;5441.51158333
NE;Nordeste;2019-04-16;11468.16325000
S;Sul;2019-04-16;12338.61404167
SE;Sudeste/Centro-Oeste;2019-04-16;39559.09783333
N;Norte;2019-04-17;5558.88466667
NE;Nordeste;2019-04-17;11525.56304167
S;Sul;2019-04-17;11984.60745833
SE;Sudeste/Centro-Oeste;2019-04-17;39275.31187500
N;Norte;2019-04-18;5580.98887500
NE;Nordeste;2019-04-18;11214.65445833
S;Sul;2019-04-18;11777.65458333
SE;Sudeste/Centro-Oeste;2019-04-18;38378.38654167
N;Norte;2019-04-19;5007.42033333
NE;Nordeste;2019-04-19;9913.98012500
S;Sul;2019-04-19;9073.48700000
SE;Sudeste/Centro-Oeste;2019-04-19;32020.12258333
N;Norte;2019-04-20;5111.58037500
NE;Nordeste;2019-04-20;10303.12870833
S;Sul;2019-04-20;9287.56625000
SE;Sudeste/Centro-Oeste;2019-04-20;32921.18800000
N;Norte;2019-04-21;4932.63720833
NE;Nordeste;2019-04-21;9755.23712500
S;Sul;2019-04-21;8350.92287500
SE;Sudeste/Centro-Oeste;2019-04-21;31433.13416667
N;Norte;2019-04-22;5435.62945833
NE;Nordeste;2019-04-22;11137.62854167
S;Sul;2019-04-22;11244.71295833
SE;Sudeste/Centro-Oeste;2019-04-22;38383.90408333
N;Norte;2019-04-23;5395.07437500
NE;Nordeste;2019-04-23;11174.03825000
S;Sul;2019-04-23;11759.52683333
SE;Sudeste/Centro-Oeste;2019-04-23;38979.51670833
N;Norte;2019-04-24;5478.12150000
NE;Nordeste;2019-04-24;11214.73937500
S;Sul;2019-04-24;12103.44650000
SE;Sudeste/Centro-Oeste;2019-04-24;39630.84958333
N;Norte;2019-04-25;5614.79104167
NE;Nordeste;2019-04-25;11148.22962500
S;Sul;2019-04-25;12319.71300000
SE;Sudeste/Centro-Oeste;2019-04-25;40057.26533333
N;Norte;2019-04-26;5643.70683333
NE;Nordeste;2019-04-26;11110.49000000
S;Sul;2019-04-26;12428.81629167
SE;Sudeste/Centro-Oeste;2019-04-26;40057.17716667
N;Norte;2019-04-27;5320.10554167
NE;Nordeste;2019-04-27;10547.67208333
S;Sul;2019-04-27;10548.19558333
SE;Sudeste/Centro-Oeste;2019-04-27;36869.83854167
N;Norte;2019-04-28;5104.97470833
NE;Nordeste;2019-04-28;10025.28741667
S;Sul;2019-04-28;8514.98691667
SE;Sudeste/Centro-Oeste;2019-04-28;33233.91633333
N;Norte;2019-04-29;5597.31066667
NE;Nordeste;2019-04-29;11443.05687500
S;Sul;2019-04-29;10967.99920833
SE;Sudeste/Centro-Oeste;2019-04-29;38075.19950000
N;Norte;2019-04-30;5600.44866667
NE;Nordeste;2019-04-30;11524.15133333
S;Sul;2019-04-30;11295.40895833
SE;Sudeste/Centro-Oeste;2019-04-30;38222.00483333
N;Norte;2019-05-01;5130.92179167
NE;Nordeste;2019-05-01;10105.89862500
S;Sul;2019-05-01;9227.16908333
SE;Sudeste/Centro-Oeste;2019-05-01;33258.60470833
N;Norte;2019-05-02;5540.58104167
NE;Nordeste;2019-05-02;11122.35350000
S;Sul;2019-05-02;11349.92066667
SE;Sudeste/Centro-Oeste;2019-05-02;37856.93270833
N;Norte;2019-05-03;5481.13095833
NE;Nordeste;2019-05-03;11231.74108333
S;Sul;2019-05-03;11864.20462500
SE;Sudeste/Centro-Oeste;2019-05-03;38714.56345833
N;Norte;2019-05-04;5317.21958333
NE;Nordeste;2019-05-04;10539.38366667
S;Sul;2019-05-04;10377.44350000
SE;Sudeste/Centro-Oeste;2019-05-04;35276.61066667
N;Norte;2019-05-05;5114.55650000
NE;Nordeste;2019-05-05;9764.99500000
S;Sul;2019-05-05;9215.53454167
SE;Sudeste/Centro-Oeste;2019-05-05;32536.88912500
N;Norte;2019-05-06;5772.81837500
NE;Nordeste;2019-05-06;11028.97200000
S;Sul;2019-05-06;11962.02466667
SE;Sudeste/Centro-Oeste;2019-05-06;38840.84766667
N;Norte;2019-05-07;5832.51950000
NE;Nordeste;2019-05-07;11187.94966667
S;Sul;2019-05-07;11682.32545833
SE;Sudeste/Centro-Oeste;2019-05-07;39211.15662500
N;Norte;2019-05-08;5830.78254167
NE;Nordeste;2019-05-08;11473.92470833
S;Sul;2019-05-08;11655.28754167
SE;Sudeste/Centro-Oeste;2019-05-08;37771.08591667
N;Norte;2019-05-09;5512.84312500
NE;Nordeste;2019-05-09;11656.89362500
S;Sul;2019-05-09;11699.60462500
SE;Sudeste/Centro-Oeste;2019-05-09;37235.12687500
N;Norte;2019-05-10;5728.05775000
NE;Nordeste;2019-05-10;11175.99579167
S;Sul;2019-05-10;11712.96558333
SE;Sudeste/Centro-Oeste;2019-05-10;37798.51550000
N;Norte;2019-05-11;5464.49158333
NE;Nordeste;2019-05-11;10545.70916667
S;Sul;2019-05-11;9841.61975000
SE;Sudeste/Centro-Oeste;2019-05-11;35366.65612500
N;Norte;2019-05-12;5144.37120833
NE;Nordeste;2019-05-12;9767.21191667
S;Sul;2019-05-12;8140.70366667
SE;Sudeste/Centro-Oeste;2019-05-12;32060.73008333
N;Norte;2019-05-13;5750.09429167
NE;Nordeste;2019-05-13;11019.18770833
S;Sul;2019-05-13;10823.43104167
SE;Sudeste/Centro-Oeste;2019-05-13;38165.25258333
N;Norte;2019-05-14;5826.71312500
NE;Nordeste;2019-05-14;11245.34925000
S;Sul;2019-05-14;11035.41512500
SE;Sudeste/Centro-Oeste;2019-05-14;38632.81020833
N;Norte;2019-05-15;5680.17895833
NE;Nordeste;2019-05-15;11287.26837500
S;Sul;2019-05-15;11030.16612500
SE;Sudeste/Centro-Oeste;2019-05-15;36885.35454167
N;Norte;2019-05-16;5602.76791667
NE;Nordeste;2019-05-16;11351.81791667
S;Sul;2019-05-16;11148.90825000
SE;Sudeste/Centro-Oeste;2019-05-16;36097.46087500
N;Norte;2019-05-17;5516.71741667
NE;Nordeste;2019-05-17;11166.71137500
S;Sul;2019-05-17;11164.61083333
SE;Sudeste/Centro-Oeste;2019-05-17;35369.68679167
N;Norte;2019-05-18;5104.39683333
NE;Nordeste;2019-05-18;10377.52133333
S;Sul;2019-05-18;9595.46650000
SE;Sudeste/Centro-Oeste;2019-05-18;32172.61250000
N;Norte;2019-05-19;4906.24116667
NE;Nordeste;2019-05-19;9697.13512500
S;Sul;2019-05-19;8328.88479167
SE;Sudeste/Centro-Oeste;2019-05-19;29164.09250000
N;Norte;2019-05-20;5327.07675000
NE;Nordeste;2019-05-20;10872.00412500
S;Sul;2019-05-20;11126.43820833
SE;Sudeste/Centro-Oeste;2019-05-20;34582.55254167
N;Norte;2019-05-21;5323.17700000
NE;Nordeste;2019-05-21;10999.24875000
S;Sul;2019-05-21;11496.14925000
SE;Sudeste/Centro-Oeste;2019-05-21;36158.82370833
N;Norte;2019-05-22;5446.63387500
NE;Nordeste;2019-05-22;11088.86500000
S;Sul;2019-05-22;11568.59558333
SE;Sudeste/Centro-Oeste;2019-05-22;36591.06141667
N;Norte;2019-05-23;5547.96420833
NE;Nordeste;2019-05-23;11148.80466667
S;Sul;2019-05-23;11429.68820833
SE;Sudeste/Centro-Oeste;2019-05-23;36786.13041667
N;Norte;2019-05-24;5708.00716667
NE;Nordeste;2019-05-24;11233.82287500
S;Sul;2019-05-24;11155.71641667
SE;Sudeste/Centro-Oeste;2019-05-24;36593.69775000
N;Norte;2019-05-25;5468.63137500
NE;Nordeste;2019-05-25;10552.05058333
S;Sul;2019-05-25;9344.22816667
SE;Sudeste/Centro-Oeste;2019-05-25;32749.75429167
N;Norte;2019-05-26;5141.97591667
NE;Nordeste;2019-05-26;9789.28395833
S;Sul;2019-05-26;8001.45700000
SE;Sudeste/Centro-Oeste;2019-05-26;29392.50312500
N;Norte;2019-05-27;5644.54262500
NE;Nordeste;2019-05-27;10781.79533333
S;Sul;2019-05-27;10787.59304167
